State,Category,Sub-Category1,Sub-Category2,Sub-Category 3,2010-11,2011-12,2012-13,
Nagaland,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),viii) Service Tax,685.6,810.1,846.6,
Nagaland,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ix) Other Taxes and Duties on Commodities and Services,–,–,–,
Nagaland,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),,,"40,832.10","47,524.90","53,640.40",
Nagaland,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),,"1,831.40","1,696.30","2,016.80",
Nagaland,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),1. Interest Receipts,143.5,62.5,65,
Nagaland,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),2. Dividends and Profits,–,–,–,
Nagaland,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),3. General Services,508.9,205.9,226.4,
Nagaland,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),4. Social Services ,170,89.5,98.4,
Nagaland,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),5. Fiscal Services,–,–,–,
Nagaland,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),6. Economic Services,"1,009.00","1,338.50","1,627.00",
Nagaland,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),,"39,000.70","45,828.50","51,623.60",
Nagaland,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),1. State Plan Schemes,"17,335.80","18,728.70","25,256.40",
Nagaland,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),2. Central Plan Schemes,"2,569.10","5,666.60","3,843.70",
Nagaland,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),3. Centrally Sponsored Schemes,–,–,–,
Nagaland,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),4. NEC/ Special Plan Scheme,485.7,706.1,635.2,
Nagaland,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),5. Non-Plan Grants,"18,610.20","20,727.10","21,888.30",
Orissa,TOTAL INCOME (Total Capital Receipts + Tax Revenue),,,,"17,26,405.70","23,75,707.50","20,73,675.10",
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),,,,1393644.2,1973494.5,1635247.6,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),I. External Debt #,,,–,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),,,20419.2,16276.9,47384.2,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),1. Market Loans,,–,1076.9,30992.2,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),2. Loans from LIC,,–,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,,–,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,,7142.2,10000,11000,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,,22,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),6. WMA from RBI,,–,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,,12358.6,5000,5000,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),8. Others@,,896.4,200,392,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),,,2256.8,4959.8,6178.6,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,,2256.8,4833,6075,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,,–,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,,–,126.8,103.6,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),4. Non-Plan,,–,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,,–,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,,–,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),,,338.1,2402.9,2402.9,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),1. Housing,,0.9,1,1,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,,3.8,1.5,3.9,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,,–,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,,0.4,–,0.4,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,,3.5,30,3.6,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,,0.5,1,1,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,,–,1102.9,1102.9,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,,0.5,20,1,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,,–,225,0.3,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),10.Road Transport,,–,0.2,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+",,249.1,684.9,954.4,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),12. Others**,,79.4,336.5,334.5,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),V. Inter-State Settlement,,,–,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),VI. Contingency Fund,,,1989.7,4000,4000,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",,,28043.1,27509.1,29510.1,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,,28041.5,27508.5,29508.5,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",2. Others,,1.6,0.5,1.6,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),,,6027.2,20388.1,19332.9,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,,–,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),2. Sinking Funds,,0.7,4200.7,10000.7,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,,–,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),4. Others,,6026.5,16187.4,9332.2,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),,,33460.5,34415.2,65222.5,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),1. Civil Deposits,,24111.8,24196.7,24523.5,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,,8049.1,8167.8,8170.8,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),3. Civil Advances,,1021.1,885.2,955.4,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),4. Others,,278.4,1165.5,31572.8,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),,,1240834.9,1802540.7,1401214.9,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),1. Suspense,,-16.8,1015.5,279.1,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,,1240438,1801144.5,1400535.1,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,,–,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),4. Others,,413.7,380.7,400.7,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),XI. Appropriation to Contingency Fund,,,–,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),XII. Miscellaneous Capital Receipts,,,–,–,–,
Orissa,TOTAL CAPITAL RECEIPTS (I to XIII),XIII. Remittances,,,60274.7,61001.9,60001.6,
Orissa,TOTAL REVENUE (I+II),,,,"3,32,761.50","4,02,213.00","4,38,427.50",
Orissa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),,,"2,16,895.30","2,54,094.00","2,90,912.80",
Orissa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),,"1,11,926.70","1,33,993.90","1,56,102.80",
Orissa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),1. Taxes on Income ,"1,332.80","1,600.00","1,710.00",
Orissa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),2. Taxes on Property and Capital Transactions ,"8,064.80","9,750.00","11,176.00",
Orissa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),3. Taxes on Commodities and Services ,"1,02,529.10","1,22,643.90","1,43,216.80",
Orissa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),,"1,04,968.60","1,20,100.10","1,34,810.00",
Orissa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),i) Corporation Tax,"41,028.20","47,895.50","55,480.00",
Orissa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ii) Income Tax,"21,681.10","26,907.80","30,904.50",
Orissa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iii) Estate Duty,–,–,–,
Orissa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iv) Other Taxes on Income and Expenditure,–,–,–,
Orissa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),v) Taxes on Wealth,84.1,117.4,125.5,
Orissa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vi) Customs,"18,354.80","17,648.50","18,867.50",
Orissa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vii) Union Excise Duties,"13,352.50","14,215.90","15,197.90",
Orissa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),viii) Service Tax,"10,468.00","13,315.00","14,234.60",
Orissa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ix) Other Taxes and Duties on Commodities and Services,-0.1,–,–,
Orissa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),,,"1,15,866.20","1,48,118.90","1,47,514.70",
Orissa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),,"47,803.70","50,000.00","52,000.00",
Orissa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),1. Interest Receipts,"2,608.40","3,400.00","1,500.00",
Orissa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),2. Dividends and Profits,"1,015.80","2,500.00","1,000.00",
Orissa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),3. General Services,"5,524.00","1,244.00","1,234.70",
Orissa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),4. Social Services,"1,285.20","1,217.20","1,272.00",
Orissa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),5. Fiscal Services,–,–,–,
Orissa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),6. Economic Services,"37,370.30","41,638.80","46,993.30",
Orissa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),,"68,062.50","98,118.90","95,514.60",
Orissa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),1. State Plan Schemes,"32,792.10","43,460.30","47,572.00",
Orissa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),2. Central Plan Schemes,"1,920.10","8,557.30","8,297.80",
Orissa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),3. Centrally Sponsored Schemes,"12,236.40","19,552.90","16,400.70",
Orissa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),4. NEC/ Special Plan Scheme,–,–,–,
Orissa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),5. Non-Plan Grants,"21,113.90","26,548.40","23,244.10",
Punjab,TOTAL INCOME (Total Capital Receipts + Tax Revenue),,,,799178.90,1557722.00,1653107.20,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),,,,523094.2,1247571.4,1272673.6,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),I. External Debt #,,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),,,107414.4,155208.8,181441.2,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),1. Market Loans,,49280,91346.4,106941.2,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),2. Loans from LIC,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,,3853.7,4479,4500,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),6. WMA from RBI,,39808.4,59383.4,70000,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,,14472.3,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),8. Others@,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),,,1929.3,3460.4,3430,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,,1929.3,3460.4,3430,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),4. Non-Plan,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),,,5978.9,876.5,752,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),1. Housing,,0.8,2.5,2.6,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,,1.2,19.9,19.9,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,,0.1,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,,2.4,0.1,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,,5263.8,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,,8.5,93.6,95.7,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),10.Road Transport,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+",,699.7,754.4,626.8,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),12. Others**,,2.4,5.9,6.9,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),V. Inter-State Settlement,,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),VI. Contingency Fund,,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",,,25331.3,29662.2,32437.9,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,,24924,25258.4,27784.2,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",2. Others,,407.3,4403.8,4653.7,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),,,1996.8,6842,6837,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,,44.6,948.2,1023.5,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),2. Sinking Funds,,–,–,500,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),4. Others,,1952.1,5893.8,5313.5,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),,,38762.7,42185,38685,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),1. Civil Deposits,,36268.8,40594.1,37094.1,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,,0.1,0.2,0.2,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),3. Civil Advances,,336,390.7,390.7,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),4. Others,,2157.8,1200,1200,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),,,325718.9,995574.6,995328.6,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),1. Suspense,,4111.9,6030.6,6030.6,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,,126654.9,91357.2,91357.2,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,,–,676796.2,676796.2,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),4. Others,,194952.1,221390.7,221144.7,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),XI. Appropriation to Contingency Fund,,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),XII. Miscellaneous Capital Receipts,,,–,–,–,
Punjab,TOTAL CAPITAL RECEIPTS (I to XIII),XIII. Remittances,,,15961.9,13762,13762,
Punjab,TOTAL REVENUE (I+II),,,,"2,76,084.70","3,10,150.60","3,80,433.60",
Punjab,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),,,"1,98,790.5","2,38,310.1","2,80,441.5",
Punjab,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),,"1,68,281.8","2,03,100.0","2,38,420.0",
Punjab,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),1. Taxes on Income (i+ii),–,–,–,
Punjab,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),2. Taxes on Property and Capital  Transactions (i to iii),"23,376.90","29,190.00","33,950.00",
Punjab,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),B. Share in Central Taxes (i to ix),"30,508.70","35,210.10","42,021.50",
Punjab,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),,"30,508.70","35,210.10","42,021.50",
Punjab,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),i) Corporation Tax,"11,924.70","13,473.00","15,353.40",
Punjab,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ii) Income Tax,"6,301.50","7,276.10","8,306.70",
Punjab,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iii) Estate Duty,–,–,–,
Punjab,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iv) Other Taxes on Income and Expenditure,–,–,–,
Punjab,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),v) Taxes on Wealth,24.5,48.2,54.9,
Punjab,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vi) Customs,"5,334.80","6,189.20","7,640.50",
Punjab,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vii) Union Excise Duties,"3,880.90","4,051.80","5,232.00",
Punjab,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),viii) Service Tax,"3,042.30","4,171.70","5,434.00",
Punjab,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ix) Other Taxes and Duties on Commodities and Services,–,–,–,
Punjab,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),,,"77,294.20","71,840.50","99,992.10",
Punjab,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),,"53,301.70","37,515.30","52,746.50",
Punjab,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),1. Interest Receipts,"1,693.70","1,745.30","1,821.70",
Punjab,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),2. Dividends and Profits,6.2,83.1,18.8,
Punjab,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),3. General Services,"44,523.40","24,827.20","52,746.50",
Punjab,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),4. Social Services,"2,578.60","2,977.80","3,350.60",
Punjab,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),5. Fiscal Services,–,–,–,
Punjab,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),6. Economic Services,"4,499.80","7,881.90","8,937.70",
