State,From Year,To Year,Category,Sub-category,Display Names,Total,% To India,% To State,Males,% To Total,Females,% To Total,All India Total,All India Males,All India Females,All States,All India Figs
MIZORAM,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of Urban Roads (Total in km),Coverage-Urb. Roads (km),324,,,,,,,411840,,,,
TRIPURA,2004,2005,HEALTH,Per Capita Public Expenditure (in Rs),Per Capita Public Expenditure ( Rs),328,,,,,,,242,,,,
DADRA & NAGAR HAVELI,2004,2005,HEALTH,Per Capita Public Expenditure (in Rs),Per Capita Public Expenditure ( Rs),328,,,,,,,242,,,,
ANDHRA PRADESH,,2012,HEALTH,No of Urban Hospitals (Govt),Urb. Hospitals (Govt),332,,,,,,,618664,,,,
MADHYA PRADESH,,2012,HEALTH,No of Rural Hospitals (Govt),Rur. Hospitals (Govt),333,,,,,,,7347,,,,
ASSAM,2009,2010,EDUCATION,"Colleges & Polytechnics-Arts, Fine Arts, Social Work, Science & Commerce",Colleges -Arts,337,,,,,,,14321,,,,
NAGALAND,2009,2010,EDUCATION,Schools and Colleges-High or Post Basic Schools,High Schools,337,,,,,,,123745,,,,
UTTARAKHAND,2011,2012,INDUSTRY & INFRASTRUCTURE,Railway Coverage (Total in km),Railway Coverage (km),345,,,,,,,64600,,,,
JHARKHAND,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),345,,,,,,,959,,,,
ANDAMAN & NICOBAR ISLANDS,2010,2011,ECONOMY/ BUDGET,Agriculture & Allied Activities (in Rs cr) ,Agriculture (Cr),345.3,,,,,,,724279.85,,,,
UTTAR PRADESH,,2012,HEALTH,No of Urban Hospitals (Govt),Urb. Hospitals (Govt),346,,,,,,,618664,,,,
TRIPURA,,2011,POPULATION,Density Of Population (per sq km),Population Density,350,,,,,,,382,,,,
UTTARAKHAND,2007,2009,HEALTH,Maternal Mortality Ratio (MMR),MMR,359,,,,,,,212,,,,
MANIPUR,2012,2013,Fiscal Developments,Interest Payments (in Rs cr) (BE),Interest Payments(Cr),360,,,,,,,136050,,,,
WEST BENGAL,,2012,HEALTH,No of Rural Hospitals (Govt),Rur. Hospitals (Govt),364,,,,,,,7347,,,,
CHHATTISGARH,2009,2010,EDUCATION,"Colleges & Polytechnics-Arts, Fine Arts, Social Work, Science & Commerce",Colleges -Arts,365,,,,,,,14321,,,,
MAHARASHTRA,,2011,POPULATION,Density Of Population (per sq km),Population Density,365,,,,,,,382,,,,
JHARKHAND,,2011,HEALTH,No of Dispensaries ,Dispensaries ,366,,,,,,,24146,,,,
KARNATAKA,2009,2010,EDUCATION,"Colleges & Polytechnics-Arts, Fine Arts, Social Work, Science & Commerce",Colleges -Arts,369,,,,,,,2894,,,,
PUNJAB,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Domestic),ppl handled Per Day (Domestic),370,,,,,,,211622,,,,
GOA,2009,2010,EDUCATION,Schools and Colleges-High or Post Basic Schools,High Schools,376,,,,,,,66917,,,,
HIMACHAL PRADESH,2009,2010,EDUCATION,"Colleges & Polytechnics-Arts, Fine Arts, Social Work, Science & Commerce",Colleges -Arts,377,,,,,,,14321,,,,
DELHI,,2010,INDUSTRY & INFRASTRUCTURE,Avg Cargo Handled Per Day  (in tonne) (Domestic),Avg Cargo per Day(ton) (Dom.),379,,,,,,,1599,,,,
MANIPUR,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),379,,,,,,,959,,,,
RAJASTHAN,,2012,HEALTH,No of Rural Hospitals (Govt),Rur. Hospitals (Govt),380,,,,,,,7347,,,,
PUDUCHERRY,2012,2013,Fiscal Developments,Interest Payments (in Rs cr) (BE),Interest Payments(Cr),380,,,,,,,136050,,,,
DAMAN & DIU,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),389,,,,,,,242,,,,
ASSAM,2007,2009,HEALTH,Maternal Mortality Ratio (MMR),MMR,390,,,,,,,212,,,,
LAKSHADWEEP,2009,2010,HEALTH,Tuberculosis-No of ppl examined,TB-ppl examined,392,,,,,,,7550522,,,,
GOA,,2011,POPULATION,Density Of Population (per sq km),Population Density,394,,,7.78, ,8.57,,17.64,17.19,18.12,,
ANDAMAN & NICOBAR ISLANDS,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV,HIV-Adults,395,,,,,,,2395444,,,,
ASSAM,,2011,POPULATION,Density Of Population (per sq km),Population Density,397,,,,,,,382,,,,
DADRA & NAGAR HAVELI,2009,2010,HEALTH,Tuberculosis-Total patients registered for treatment,TB-ppl registered for treatment,397,,,,,,,1522147,,,,
TRIPURA,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of National Highways (Total in km),National Highways (km),400,,,,,,,70934,,,,
SIKKIM,2010,2011,ECONOMY/ BUDGET,Agriculture & Allied Activities (in Rs cr) ,Agriculture (Cr),407.09,,,,,,,724279.85,,,,
JHARKHAND,,2011,POPULATION,Density Of Population (per sq km),Population Density,414,,,,,,,382,,,,
ARUNACHAL PRADESH,,2011,HEALTH,No of Doctors,Doctors,414,,,,,,,922177,,,,
ANDHRA PRADESH,2009,2010,EDUCATION,Colleges & Polytechnics-Medical,Colleges-Medical,415,,,,,,,3357,,,,
JAMMU & KASHMIR,,2011,HEALTH,No of Dispensaries ,Dispensaries ,417,,,,,,,24146,,,,
BIHAR,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),420,,,,,,,959,,,,
KARNATAKA,2009,2010,EDUCATION,Colleges & Polytechnics-Medical,Colleges-Medical,423,,,,,,,3357,,,,
SIKKIM,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),425,,,,,,,959,,,,
MEGHALAYA,2004,2005,HEALTH,Per Capita Public Expenditure (in Rs),Per Capita Public Expenditure ( Rs),430,,,,,,,242,,,,
WEST BENGAL,2009,2010,EDUCATION,"Colleges & Polytechnics-Arts, Fine Arts, Social Work, Science & Commerce",Colleges -Arts,434,,,,,,,14321,,,,
TAMIL NADU,2009,2010,EDUCATION,Colleges and Polytechnics-Engineering or Technology or Architecture,Colleges-Engineering,440,,,,,,,2074,,,,
GOA,2009,2010,EDUCATION,Schools and Colleges-Middle or Sr Basic Schools  ,Middle Schools,444,,,,,,,123745,,,,
GUJARAT,,2012,HEALTH,Total No of Hospitals (Govt),Total Hospitals (Govt),445,,,,,,,11993,,,,
RAJASTHAN,,2012,HEALTH,No of Urban Hospitals (Govt),Urb. Hospitals (Govt),446,,,,,,,4146,,,,
KERALA,,2012,HEALTH,Total No of Hospitals (Govt),Total Hospitals (Govt),446,,,,,,,784940,,,,
HARYANA,2009,2010,EDUCATION,Colleges and Polytechnics-Education orTeacher training,Colleges -Education,447,,,,,,,3357,,,,
MAHARASHTRA,2009,2010,EDUCATION,Colleges & Polytechnics-Others,Colleges-Others,448,,,,,,,3292,,,,
KERALA,2009,2010,EDUCATION,Colleges & Polytechnics-Total Colleges,Colleges-Total Colleges,448,,,,,,,,,,0.7,
ANDAMAN & NICOBAR ISLANDS,,2012,HEALTH,No of Urban Beds (Govt),Urb. Beds (Govt),450,,,,,,,618664,,,,
KARNATAKA,,2012,HEALTH,No of Urban Hospitals (Govt),Urb. Hospitals (Govt),451,,,,,,,618664,,,,
TRIPURA,2009,2010,EDUCATION,Schools and Colleges-High or Post Basic Schools,High Schools,454,,,,,,,123745,,,,
ASSAM,,2011,HEALTH,No of Dispensaries ,Dispensaries ,456,,,,,,,24146,,,,
MADHYA PRADESH,,2012,HEALTH,Total No of Hospitals (Govt),Total Hospitals (Govt),457,,,,,,,11993,,,,
MEGHALAYA,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),464,,,,,,,959,,,,
NAGALAND,2009,2010,EDUCATION,Schools and Colleges-Middle or Sr Basic Schools  ,Middle Schools,465,,,,,,,367745,,,,
KARNATAKA,,2012,HEALTH,No of Rural Hospitals (Govt),Rur. Hospitals (Govt),468,,,,,,,160862,,,,
MAHARASHTRA,2009,2010,EDUCATION,Colleges and Polytechnics-Education orTeacher training,Colleges -Education,471,,,,,,,3357,,,,
TRIPURA,2010,2011,INDUSTRY & INFRASTRUCTURE,No of Factories (in 2010-11),Factories,472,,,,,,,211660,,,,
DELHI,2009,2010,EDUCATION,Schools and Colleges-High or Post Basic Schools,High Schools,474,,,,,,,123745,,,,
ANDHRA PRADESH,,2012,HEALTH,Total No of Hospitals (Govt),Total Hospitals (Govt),475,,,,,,,784940,,,,
GOA,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of Urban Roads (Total in km),Coverage-Urb. Roads (km),479,,,,,,,1005327,,,,
DELHI,2009,2011,INDUSTRY & INFRASTRUCTURE,Other PWD Roads (Total in km),PWD Roads (km),481,,,,,,,1005327,,,,
JAMMU & KASHMIR,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),489,,,,,,,959,,,,
NAGALAND,2012,2013,Fiscal Developments,Interest Payments (in Rs cr) (BE),Interest Payments(Cr),490,,,,,,,136050,,,,
MAHARASHTRA,,2011,HEALTH,No of Dispensaries ,Dispensaries ,494,,,,,,,24146,,,,
NAGALAND,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of National Highways (Total in km),National Highways (km),494,,,,,,,70934,,,,
MAHARASHTRA,,2010,INDUSTRY & INFRASTRUCTURE,Avg Cargo Handled Per Day  (in tonne) (Domestic),Avg Cargo per Day(ton) (Dom.),496,,,,,,,1599,,,,
JHARKHAND,,2012,HEALTH,Total No of Hospitals (Govt),Total Hospitals (Govt),500,,,,,,,11993,,,,
PUDUCHERRY,2010,2011,ECONOMY/ BUDGET,Agriculture & Allied Activities (in Rs cr) ,Agriculture (Cr),506.53,,,,,,,724279.85,,,,
JAMMU & KASHMIR,2004,2005,HEALTH,Per Capita Public Expenditure (in Rs),Per Capita Public Expenditure ( Rs),512,,,,,,,242,,,,
JHARKHAND,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of Urban Roads (Total in km),Coverage-Urb. Roads (km),514,,,,,,,411840,,,,
UTTAR PRADESH,,2012,HEALTH,No of Rural Hospitals (Govt),Rur. Hospitals (Govt),515,,,,,,,160862,,,,
MIZORAM,2009,2010,EDUCATION,Schools and Colleges-High or Post Basic Schools,High Schools,521,,,,,,,123745,,,,
HARYANA,,2011,HEALTH,No of Dispensaries ,Dispensaries ,522,,,,,,,24146,,,,
MAHARASHTRA,,2012,HEALTH,No of Rural Hospitals (Govt),Rur. Hospitals (Govt),523,,,,,,,7347,,,,
UTTARAKHAND,,2011,HEALTH,No of Dispensaries ,Dispensaries ,530,,,,,,,24146,,,,
TAMIL NADU,,2012,HEALTH,No of Rural Hospitals (Govt),Rur. Hospitals (Govt),533,,,,,,,160862,,,,
UTTARAKHAND,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),538,,,,,,,959,,,,
TRIPURA,2012,2013,Fiscal Developments,Interest Payments (in Rs cr) (BE),Interest Payments(Cr),540,,,,,,,136050,,,,
ASSAM,2009,2010,EDUCATION,Colleges & Polytechnics-Total Colleges,Colleges-Total Colleges,546,,,,,,,25938,,,,
PUDUCHERRY,2009,2010,EDUCATION,Schools and Colleges-Pre-Primary or Pre Basic Schools,Pre-Primary Schools,546,,,,,,,67822,,,,
CHANDIGARH,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),547,,,,,,,959,,,,
PUNJAB,,2011,POPULATION,Density Of Population (per sq km),Population Density,550,,,,,,,382,,,,
TAMIL NADU,,2011,POPULATION,Density Of Population (per sq km),Population Density,555,,,15.15, ,16.05,,17.64,17.19,18.12,,
DELHI,2004,2005,HEALTH,Per Capita Public Expenditure (in Rs),Per Capita Public Expenditure ( Rs),560,,,,,,,242,,,,
MIZORAM,2012,2013,Fiscal Developments,Capital Receipts (2012-13 BE) (in Rs cr),Capital Receipts(Cr),560,,,,,,,302330,,,,
PUDUCHERRY,2009,2011,INDUSTRY & INFRASTRUCTURE,Other PWD Roads (Total in km),PWD Roads (km),563,,,,,,,1005327,,,,
CHANDIGARH,,2012,HEALTH,No of Urban Beds (Govt),Urb. Beds (Govt),570,,,,,,,618664,,,,
HARYANA,,2011,POPULATION,Density Of Population (per sq km),Population Density,573,,,,,,,382,,,,
RAJASTHAN,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),575,,,,,,,959,,,,
GUJARAT,2009,2010,EDUCATION,"Colleges & Polytechnics-Arts, Fine Arts, Social Work, Science & Commerce",Colleges -Arts,577,,,,,,,14321,,,,
PUNJAB,2009,2010,EDUCATION,Colleges & Polytechnics-Total Colleges,Colleges-Total Colleges,578,,,,,,,25938,,,,
TAMIL NADU,,2012,HEALTH,Total No of Hospitals (Govt),Total Hospitals (Govt),581,,,,,,,784940,,,,
HIMACHAL PRADESH,2009,2010,EDUCATION,Colleges & Polytechnics-Total Colleges,Colleges-Total Colleges,582,,,,,,,25938,,,,
DELHI,2009,2010,EDUCATION,Schools and Colleges-Middle or Sr Basic Schools  ,Middle Schools,583,,,,,,,367745,,,,
GOA,2010,2011,INDUSTRY & INFRASTRUCTURE,No of Factories (in 2010-11),Factories,583,,,,,,,2394711.06,,,,
CHHATTISGARH,2009,2010,EDUCATION,Colleges & Polytechnics-Total Colleges,Colleges-Total Colleges,584,,,,,,,25938,,,,
UTTAR PRADESH,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Intl),ppl handled Per Day (Intl),587,,,,,,,3170,,,,
TAMIL NADU,2009,2010,EDUCATION,"Colleges & Polytechnics-Arts, Fine Arts, Social Work, Science & Commerce",Colleges -Arts,589,,,,,,,2894,,,,
MANIPUR,2012,2013,Fiscal Developments,Capital Receipts (2012-13 BE) (in Rs cr),Capital Receipts(Cr),590,,,,,,,302330,,,,
KARNATAKA,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),597,,,68,,72.3,,,,,,
TRIPURA,2010,2011,INDUSTRY & INFRASTRUCTURE,Invested Capital (in Rs cr),Invested Capital (Cr),606.26,,,,,,,2394711.06,,,,
RAJASTHAN,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Intl),ppl handled Per Day (Intl),607.32,,,,,,,93769,,,,
TAMIL NADU,,2010,INDUSTRY & INFRASTRUCTURE,Avg Cargo Handled Per Day  (in tonne) (Intl),Cargo Per Day (ton)(Intl),609,,,,,,,,,,,
ASSAM,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),612,,,,,,,959,,,,
ARUNACHAL PRADESH,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),613,,,,,,,959,,,,
ANDHRA PRADESH,2009,2010,EDUCATION,Colleges and Polytechnics-Education orTeacher training,Colleges -Education,615,,,,,,,3292,,,,
DAMAN & DIU,,2011,POPULATION,Sex Ratio-Rural,Sex Ratio-Rur,618,,,,,,,940,,,,
CHANDIGARH,,2012,HEALTH,Total No of Beds (Govt) ,Total Beds (Govt) ,620,,,,,,,784940,,,,
KARNATAKA,,2011,HEALTH,No of Dispensaries ,Dispensaries ,621,,,,,,,922177,,,,
DADRA & NAGAR HAVELI,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),623,,,,,,,959,,,,
ANDAMAN & NICOBAR ISLANDS,,2012,HEALTH,No of Rural Beds (Govt),Rur. Beds (Govt),625,,,,,,,160862,,,,
CHHATTISGARH,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),626,,,,,,,959,,,,
HIMACHAL PRADESH,2004,2005,HEALTH,Per Capita Public Expenditure (in Rs),Per Capita Public Expenditure ( Rs),630,,,,,,,242,,,,
BIHAR,,2011,HEALTH,No of Dispensaries ,Dispensaries ,634,,,,,,,24146,,,,
ORISSA,2009,2010,EDUCATION,"Colleges & Polytechnics-Arts, Fine Arts, Social Work, Science & Commerce",Colleges -Arts,634,,,,,,,14321,,,,
NAGALAND,2004,2005,HEALTH,Per Capita Public Expenditure (in Rs),Per Capita Public Expenditure ( Rs),639,,,,,,,242,,,,
MADHYA PRADESH,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),644,,,,,,,959,,,,
TAMIL NADU,2009,2010,EDUCATION,Colleges and Polytechnics-Education orTeacher training,Colleges -Education,645,,,,,,,3292,,,,
CHANDIGARH,2009,2011,INDUSTRY & INFRASTRUCTURE,Other PWD Roads (Total in km),PWD Roads (km),648,,,,,,,1005327,,,,
WEST BENGAL,,2012,HEALTH,Total No of Hospitals (Govt),Total Hospitals (Govt),654,,,,,,,11993,,,,
MIZORAM,,2012,HEALTH,No of Urban Beds (Govt),Urb. Beds (Govt),660,,,,,,,618664,,,,
MANIPUR,,2012,HEALTH,No of Rural Beds (Govt),Rur. Beds (Govt),664,,,,,,,160862,,,,
UTTARAKHAND,,2012,HEALTH,No of Rural Hospitals (Govt),Rur. Hospitals (Govt),666,,,,,,,7347,,,,
MEGHALAYA,2009,2010,EDUCATION,Schools and Colleges-High or Post Basic Schools,High Schools,676,,,,,,,123745,,,,
SIKKIM,,2011,HEALTH,No of Doctors,Doctors,677,,,,,,,922177,,,,
PUDUCHERRY,2012,2013,Fiscal Developments,Capital Expenditure (BE) (in Rs cr),Capital Expenditure(Cr),680,,,,,,,343880,,,,
TRIPURA,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of State Highways (Total in km),State Highways (km),689,,,,,,,163898,,,,
CHANDIGARH,,2011,POPULATION,Sex Ratio-Rural,Sex Ratio-Rur,691,,,,,,,947,,,,
UTTARAKHAND,,2012,HEALTH,Total No of Hospitals (Govt),Total Hospitals (Govt),695,,,,,,,11993,,,,
ANDAMAN & NICOBAR ISLANDS,2009,2011,INDUSTRY & INFRASTRUCTURE,Other PWD Roads (Total in km),PWD Roads (km),697,,,,,,,1005327,,,,
DADRA & NAGAR HAVELI,,2011,POPULATION,Density Of Population (per sq km),Population Density,698,,,,,,,382,,,,
ANDHRA PRADESH,2009,2010,EDUCATION,Colleges and Polytechnics-Engineering or Technology or Architecture,Colleges-Engineering,698,,,,,,,2074,,,,
MIZORAM,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of State Highways (Total in km),State Highways (km),700,,,,,,,163898,,,,
JHARKHAND,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Domestic),ppl handled Per Day (Domestic),703,,,,,,,211622,,,,
MANIPUR,2009,2010,EDUCATION,Schools and Colleges-High or Post Basic Schools,High Schools,704,,,,,,,123745,,,,
NAGALAND,,2012,HEALTH,No of Rural Beds (Govt),Rur. Beds (Govt),705,,,,,,,160862,,,,
MEGHALAYA,2009,2010,EDUCATION,Schools and Colleges-Pre-Primary or Pre Basic Schools,Pre-Primary Schools,711,,,,,,,67822,,,,
ORISSA,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),719,,,,,,,959,,,,
MANIPUR,,2012,HEALTH,No of Urban Beds (Govt),Urb. Beds (Govt),721,,,,,,,618664,,,,
DELHI,2012,2013,Fiscal Developments,Capital Receipts (2012-13 BE) (in Rs cr),Capital Receipts(Cr),730,,,,,,,302330,,,,
SIKKIM,,2012,HEALTH,No of Rural Beds (Govt),Rur. Beds (Govt),730,,,,,,,160862,,,,
GUJARAT,,2011,HEALTH,No of Dispensaries ,Dispensaries ,739,,,,,,,24146,,,,
SIKKIM,2009,2010,EDUCATION,Schools and Colleges-Primary or Jr Basic Schools,Primary Schools,749,,,,,,,823162,,,,
GOA,2012,2013,Fiscal Developments,Interest Payments (in Rs cr) (BE),Interest Payments(Cr),750,,,,,,,947260,,,,
GUJARAT,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),755,,,,,,,959,,,,
NAGALAND,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of State Highways (Total in km),State Highways (km),763,,,,,,,163898,,,,
DADRA & NAGAR HAVELI,2009,2011,INDUSTRY & INFRASTRUCTURE,Other PWD Roads (Total in km),PWD Roads (km),766,,,,,,,1005327,,,,
MEGHALAYA,2012,2013,Fiscal Developments,Capital Receipts (2012-13 BE) (in Rs cr),Capital Receipts(Cr),770,,,,,,,302330,,,,
MIZORAM,,2012,HEALTH,No of Rural Beds (Govt),Rur. Beds (Govt),770,,,,,,,160862,,,,
DADRA & NAGAR HAVELI,,2011,POPULATION,Sex Ratio (Females Per 1000 Males),Sex Ratio,775,,,,,,,940,,,,
ANDHRA PRADESH,2009,2010,EDUCATION,Colleges & Polytechnics-Others,Colleges-Others,775,,,,,,,25938,,,,
MANIPUR,2009,2010,EDUCATION,Schools and Colleges-Middle or Sr Basic Schools  ,Middle Schools,792,,,,,,,367745,,,,
PUDUCHERRY,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of Urban Roads (Total in km),Coverage-Urb. Roads (km),794,,,,,,,411840,,,,
JAMMU & KASHMIR,2010,2011,INDUSTRY & INFRASTRUCTURE,No of Factories (in 2010-11),Factories,795,,,,,,,211660,,,,
ANDAMAN & NICOBAR ISLANDS,2009,2010,HEALTH,Tuberculosis-Total patients registered for treatment,TB-ppl registered for treatment,804,,,,,,,1522147,,,,
DADRA & NAGAR HAVELI,2009,2011,INDUSTRY & INFRASTRUCTURE,Road Coverage (Total in km),Road Coverage (km),808,,,,,,,4690342,,,,
MEGHALAYA,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of National Highways (Total in km),National Highways (km),810,,,,,,,70934,,,,
TRIPURA,2012,2013,Fiscal Developments,Capital Receipts (2012-13 BE) (in Rs cr),Capital Receipts(Cr),810,,,,,,,302330,,,,
BIHAR,2009,2010,EDUCATION,"Colleges & Polytechnics-Arts, Fine Arts, Social Work, Science & Commerce",Colleges -Arts,817,,,,,,,14321,,,,
CHANDIGARH,,2011,POPULATION,Sex Ratio (Females Per 1000 Males),Sex Ratio,818,,,,,,,940,,,,
DELHI,,2010,INDUSTRY & INFRASTRUCTURE,Avg Cargo Handled Per Day  (in tonne) (Intl),Cargo Per Day (ton)(Intl),824,,,,,,,3170,,,,
ANDAMAN & NICOBAR ISLANDS,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),824,,,,,,,959,,,,
RAJASTHAN,,2012,HEALTH,Total No of Hospitals (Govt),Total Hospitals (Govt),826,,,,,,,11993,,,,
PUDUCHERRY,2010,2011,INDUSTRY & INFRASTRUCTURE,No of Factories (in 2010-11),Factories,827,,,,,,,211660,,,,
UTTAR PRADESH,,2011,POPULATION,Density Of Population (per sq km),Population Density,828,,,,,,,382,,,,
NAGALAND,2012,2013,Fiscal Developments,Capital Receipts (2012-13 BE) (in Rs cr),Capital Receipts(Cr),830,,,,,,,302330,,,,
SIKKIM,,2012,HEALTH,No of Urban Beds (Govt),Urb. Beds (Govt),830,,,,,,,618664,,,,
WEST BENGAL,2009,2010,EDUCATION,Colleges & Polytechnics-Total Colleges,Colleges-Total Colleges,841,,,,,,,25938,,,,
ARUNACHAL PRADESH,2004,2005,HEALTH,Per Capita Public Expenditure (in Rs),Per Capita Public Expenditure ( Rs),841,,,,,,,242,,,,
MAHARASHTRA,,2012,HEALTH,No of Urban Hospitals (Govt),Urb. Hospitals (Govt),843,,,,,,,4146,,,,
CHANDIGARH,,2011,POPULATION,Sex Ratio-Urban,Sex Ratio-Urb,845,,,,,,,1007,,,,
UTTAR PRADESH,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),846,,,,,,,959,,,,
DELHI,,2011,POPULATION,Sex Ratio-Rural,Sex Ratio-Rur,847,,,,,,,947,,,,
ASSAM,2009,2010,EDUCATION,Schools and Colleges-Pre-Degree or Junior Colleges or Higher Sec. Schools,Junior Colleges,855,,,,,,,66917,,,,
KERALA,,2011,POPULATION,Density Of Population (per sq km),Population Density,859,,,3.57, ,6.07,,17.64,17.19,18.12,,
UTTAR PRADESH,,2012,HEALTH,Total No of Hospitals (Govt),Total Hospitals (Govt),861,,,,,,,784940,,,,
GOA,2004,2005,HEALTH,Per Capita Public Expenditure (in Rs),Per Capita Public Expenditure ( Rs),861,,,,,,,959,,,,
ARUNACHAL PRADESH,,2012,HEALTH,No of Urban Beds (Govt),Urb. Beds (Govt),862,,,,,,,618664,,,,
DADRA & NAGAR HAVELI,,2011,POPULATION,Sex Ratio-Rural,Sex Ratio-Rur,863,,,,,,,947,,,,
DELHI,,2011,POPULATION,Sex Ratio (Females Per 1000 Males),Sex Ratio,866,,,,,,,940,,,,
MIZORAM,2004,2005,HEALTH,Per Capita Public Expenditure (in Rs),Per Capita Public Expenditure ( Rs),867,,,,,,,242,,,,
DAMAN & DIU,,2011,POPULATION,Sex Ratio-Urban,Sex Ratio-Urb,867,,,,,,,947,,,,
MEGHALAYA,,2012,HEALTH,No of Rural Beds (Govt),Rur. Beds (Govt),870,,,,,,,160862,,,,
ANDHRA PRADESH,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),870,, ,66.9,,70.9,,,,,,
ARUNACHAL PRADESH,2009,2010,EDUCATION,Schools and Colleges-Middle or Sr Basic Schools  ,Middle Schools,871,,,,,,,367745,,,,
ANDAMAN & NICOBAR ISLANDS,,2011,POPULATION,Sex Ratio-Rural,Sex Ratio-Rur,871,,,,,,,947,,,,
ORISSA,2009,2010,EDUCATION,Colleges & Polytechnics-Total Colleges,Colleges-Total Colleges,874,,,,,,,25938,,,,
HARYANA,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),875,,,,,,,959,,,,
HARYANA,,2011,POPULATION,Sex Ratio (Females Per 1000 Males),Sex Ratio,877,,,,,,,940,,,,
MANIPUR,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Domestic),ppl handled Per Day (Domestic),877,,,,,,,211622,,,,
ANDAMAN & NICOBAR ISLANDS,,2011,POPULATION,Sex Ratio (Females Per 1000 Males),Sex Ratio,878,,,,,,,940,,,,
HARYANA,,2011,POPULATION,Sex Ratio-Rural,Sex Ratio-Rur,880,,,,,,,947,,,,
PUDUCHERRY,2012,2013,Fiscal Developments,Capital Receipts (2012-13 BE) (in Rs cr),Capital Receipts(Cr),880,,,,,,,302330,,,,
HIMACHAL PRADESH,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),881,,,,,,,959,,,,
JAMMU & KASHMIR,,2011,POPULATION,Sex Ratio (Females Per 1000 Males),Sex Ratio,883,,,,,,,940,,,,
SIKKIM,,2011,POPULATION,Sex Ratio-Rural,Sex Ratio-Rur,883,,,,,,,947,,,,
JAMMU & KASHMIR,2009,2010,EDUCATION,Schools and Colleges-Pre-Degree or Junior Colleges or Higher Sec. Schools,Junior Colleges,889,,,,,,,66917,,,,
